,Date,DEXJPUS,USD/JPY_Returns,USD_21-day_MA,USD_55-day_MA,USD_100-day_MA
11300,2016-01-21,117.61,0.010568826258807285,118.90999999999894,121.07636363636287,120.65150000000077
11301,2016-01-22,118.37,0.00646203554119551,118.78523809523705,121.03399999999924,120.64450000000078
11302,2016-01-25,118.55,0.001520655571513041,118.67142857142753,120.99490909090834,120.62110000000077
11303,2016-01-26,118.5,-0.000421762969211259,118.55523809523704,120.94581818181743,120.59290000000077
11304,2016-01-27,118.9,0.0033755274261604296,118.487619047618,120.89818181818104,120.56930000000077
11305,2016-01-28,118.61,-0.0024390243902439046,118.4071428571418,120.8418181818174,120.55600000000076
11306,2016-01-29,121.05,0.020571621279824592,118.43619047618942,120.8027272727265,120.56650000000076
11307,2016-02-01,121.06,8.261049153257538e-05,118.45809523809419,120.76672727272651,120.57510000000075
11308,2016-02-02,120.27,-0.006525689740624507,118.45809523809419,120.71309090909016,120.58730000000077
11309,2016-02-03,117.92,-0.0195393697513927,118.39238095237991,120.62363636363561,120.56930000000077
11310,2016-02-04,116.75,-0.009921981004070601,118.28761904761801,120.51127272727196,120.52740000000077
11311,2016-02-05,116.99,0.0020556745182012115,118.21380952380848,120.39999999999924,120.49020000000077
11312,2016-02-08,115.7,-0.011026583468672468,118.10428571428466,120.2585454545447,120.44060000000077
11313,2016-02-09,114.8,-0.007778738115816863,117.96428571428467,120.10018181818106,120.38940000000076
11314,2016-02-10,114.03,-0.006707317073170738,117.79999999999897,119.94236363636287,120.32670000000078
11315,2016-02-11,111.72,-0.0202578268876612,117.51142857142752,119.74090909090833,120.23770000000077
11316,2016-02-12,112.96,0.011099176512710196,117.26857142857038,119.55799999999923,120.15830000000076
11317,2016-02-16,113.9,0.008321529745042522,117.07190476190371,119.40218181818103,120.09880000000075
11318,2016-02-17,114.14,0.0021071115013169273,116.94619047618941,119.24654545454469,120.03560000000076
11319,2016-02-18,113.62,-0.004555808656036442,116.75380952380846,119.07890909090831,119.97140000000076
11320,2016-02-19,112.42,-0.010561520859003748,116.56523809523704,118.88254545454468,119.89440000000076
11321,2016-02-22,113.12,0.0062266500622665255,116.35142857142749,118.70509090909013,119.83020000000074
